Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Purples,8.0,794.021500337,102899.070089,Social,264.673833446,No,388.776890972,Yes,Female,After_16:00,0.599241601303,0.279566131765,9.3371640332,3.21426410228,1.52911707293,0.4491377878,3270.0,86.9416551199,427.357269705,4742.48344913,52319.204116,No,151147.470954,20.6726212587,132.847330426,40.4908115044,70326.9119442,70.0,Below_30,1.0,673.964783856,11.0,Foot_or_bicycle,Student_or_Unemployed,500.931104048,0.0,Yes
Reds,6.0,158.006338695,22011.6624272,Foreign_Affairs,,No,417.926190981,Yes,Female,After_16:00,0.830227903556,0.673290649196,6.25014304416,7.30163715314,2.3243608349,9.71451545367,7554.0,89.1962995986,420.172648463,5019.60720674,51471.3350559,Maybe,174662.301108,20.4981132903,119.012523988,72.3390806234,2836.66912043,40.0,45_and_up,2.0,653.704044718,9.0,Car,Industry_or_other,467.512084005,0.0,Yes
Purples,9.0,215.38576467,27518.753608,Environment,71.79525489,No,383.294880006,Yes,Female,By_16:00,0.165543364361,0.352089902852,5.44464925537,3.34424546221,5.99121851148,4.13445791928,3598.0,84.3076977879,376.494126675,4585.93705341,49320.7128958,No,146914.965039,19.4034565651,177.564174803,43.293552869,5236.35387961,90.0,,7.0,652.938762914,14.0,,Public_Sector,551.529121813,2.0,No
Oranges,8.0,741.880329653,89057.3651007,Other,247.293443218,No,360.128291078,Yes,Female,After_16:00,0.441926884232,0.990967785474,1.57278463244,3.05312213721,7.54569277633,8.22606911184,4857.0,66.2391301477,373.236126583,4347.75516394,46909.3498937,Maybe,129692.386035,19.3193200342,190.397129748,61.7170537123,61411.3405017,50.0,Below_30,0.0,609.496621702,9.0,Motorcycle_or_truck,Hightech,475.142557338,1.0,Yes
Purples,3.0,815.692092521,112168.444274,Healthcare,271.897364174,No,412.539653022,Yes,Female,After_16:00,,0.659098298289,0.773693742231,2.51593833556,0.0478175911121,3.5340215941,9847.0,76.5770172467,413.870128641,4953.1367875,53517.314273,No,170188.965315,20.3437982845,147.826338418,32.1176925674,74210.0740087,80.0,Below_30,1.0,704.922513261,14.0,Public_or_other,Public_Sector,582.370864365,2.0,Yes
Oranges,4.0,,27218.9842287,Other,64.0443485657,No,425.002124908,Yes,Female,By_16:00,0.467901533004,0.720870106481,6.67190913809,1.12963682972,4.25427056849,2.5949194585,5248.0,89.8426754167,417.133797975,5084.28884503,53533.0770092,Maybe,180626.806176,20.4238536514,128.050197761,19.0143543296,4175.72293177,50.0,30-45,3.0,699.167088228,8.0,Public_or_other,Student_or_Unemployed,562.492915121,0.0,No
Greens,2.0,74.9149416114,7487.12804101,Healthcare,24.9716472038,No,299.825156903,Yes,Female,By_16:00,0.876402420923,0.756705842912,2.73075595964,0.475967444945,5.9119094233,8.62356913276,5614.0,61.6198379081,500.387355123,3999.02627928,59546.6612696,No,89895.124712,22.369339622,237.008698298,26.4059353387,658.554811274,80.0,Below_30,1.0,793.779943832,13.0,Car,Public_Sector,626.897617063,1.0,Yes
Greys,2.0,524.476417603,78245.0721298,Foreign_Affairs,174.825472534,No,447.561050433,Yes,Male,By_16:00,0.68957033148,0.174069367116,4.56450843951,4.30936124641,3.79618439823,0.0847835186869,7639.0,0.00586970709264,421.980579428,5319.57166318,51012.9692944,Maybe,200310.893864,20.5421658894,123.833516443,47.225414752,30748.7713194,40.0,45_and_up,1.0,634.233954416,7.0,Car,Services_or_Retail,419.390655775,0.0,No
Purples,1.0,420.246311857,41584.5534895,Social,140.082103952,No,296.858430279,Yes,Male,After_16:00,0.125435547438,0.897217473714,7.64404991409,2.88454041351,5.51941835089,0.49224139424,5057.0,7.98607370816,463.125167862,3894.83463852,54965.2512278,No,88124.9276279,21.5203431167,214.86565147,77.2382281488,19773.0779516,70.0,Below_30,2.0,726.251635062,11.0,Motorcycle_or_truck,Industry_or_other,559.506281917,0.0,No
Greens,7.0,198.616517103,19061.8509034,Healthcare,66.2055057011,No,287.919421528,Yes,Female,By_16:00,0.859941270202,0.619050280657,6.76995192654,0.166078812908,1.43638324924,7.64004715718,6609.0,45.5626599025,527.877450765,3934.94911681,62478.2432301,No,82897.5932931,22.9755837959,271.707438182,20.0906827813,4459.37449084,80.0,30-45,1.0,837.651582689,13.0,Car,Services_or_Retail,667.539869695,1.0,No
Greens,2.0,572.75323283,53484.7896414,Healthcare,190.917744277,No,280.14572372,Yes,Female,After_16:00,0.567196112126,0.13422136032,3.85175611824,,8.09248588979,8.83542727213,3976.0,40.6777853845,506.461208013,3814.37965323,,No,78481.6265187,22.504693022,284.688472142,2.40223370492,36650.5028239,80.0,45_and_up,3.0,824.203710288,11.0,Foot_or_bicycle,Public_Sector,680.748101408,2.0,Yes
Pinks,9.0,225.634793501,52971.6727223,Social,75.2115978338,No,704.30191949,No,Male,By_16:00,0.994627128821,0.759979671799,3.24646335095,0.751232965849,1.43428040436,4.69729896635,9432.0,59.5326876268,660.462790494,8363.94477589,76314.5252963,No,496041.193798,25.6994706267,259.78378997,88.5196225252,,70.0,45_and_up,3.0,914.941690902,6.0,Foot_or_bicycle,Student_or_Unemployed,500.189975017,1.0,No
Purples,5.0,535.74436288,75423.8867769,Healthcare,178.581454293,No,422.350053512,Yes,Male,After_16:00,0.222199328244,,9.22605071915,2.30257735355,0.622053991538,1.288695822,3158.0,43.2007880649,424.972094521,5073.44472416,53217.6033211,No,178379.567701,20.6148513097,110.497486212,22.0033592312,32079.9172718,80.0,45_and_up,0.0,686.446517588,11.0,Public_or_other,Industry_or_other,523.473254335,0.0,Yes
Greens,2.0,351.351291185,31317.7138945,Education,117.117097062,No,267.405141352,Yes,Male,By_16:00,0.0366464518011,0.83118807897,3.17102811532,9.10316398833,9.61178972153,4.53089323826,7521.0,34.0499984566,497.575461258,3669.20233603,58997.6929746,No,71505.5096214,22.3063995584,269.838798805,59.2162984423,13843.5315212,100.0,45_and_up,1.0,792.944704723,16.0,Public_or_other,Student_or_Unemployed,636.772550912,4.0,No
Browns,4.0,516.799965563,58942.0781139,Education,172.266655188,No,342.156049003,Yes,Female,After_16:00,0.772992976708,0.695128804771,8.21418424137,2.69546221709,1.07093225233,8.32030288642,4356.0,15.5872448813,384.847590615,4191.25567126,46095.2675649,No,117070.761869,19.6175327352,214.023118621,27.0256103948,29858.0671447,100.0,30-45,1.0,586.90033825,9.0,Car,Hightech,412.643803592,0.0,Yes
Greens,9.0,404.299349214,32438.2266362,Social,134.766449738,No,240.699570993,Yes,Male,By_16:00,0.526553666685,0.563844396966,9.85931956209,9.33275647229,,7.86602817243,4689.0,70.827224711,522.819461668,3452.63463327,60401.6325315,No,57936.2834763,22.8652457163,290.846601597,60.4314645752,18306.7624247,70.0,45_and_up,1.0,809.481013714,12.0,Public_or_other,Services_or_Retail,629.747082228,0.0,No
Purples,2.0,510.563191942,73091.8063906,Social,170.187730647,No,429.477531151,Yes,Male,After_16:00,0.801807704847,0.953835881548,9.30842741393,7.28905490832,4.9681726424,4.92223968264,8273.0,49.7258795658,361.365583472,5017.50647846,47739.5027279,No,184450.949764,19.0096181832,155.545893611,74.8232922051,29144.0513935,70.0,Below_30,3.0,618.81021347,11.0,Motorcycle_or_truck,Hightech,501.26687046,0.0,Yes
Pinks,10.0,670.289076407,155739.235979,Social,223.429692136,No,697.039119957,No,Female,By_16:00,0.822432004381,0.251454406185,1.75386688905,5.82367284689,9.88741115201,1.88779129414,3039.0,87.0499983197,643.831596342,8258.05439226,74811.595395,No,485863.534751,25.3738368471,,38.6309680063,50154.25702,70.0,Below_30,0.0,898.182841059,6.0,Motorcycle_or_truck,Industry_or_other,498.060984713,1.0,No
Blues,5.0,2193.47756456,242044.085543,Financial,731.159188187,Yes,331.041569953,Yes,Female,By_16:00,0.804584865225,0.287776485551,6.99638225371,3.63143463386,7.84340942744,2.85294511588,3450.0,31.2616551993,41.7835434942,3393.98278652,21923.2779042,Yes,109588.521037,6.46401914402,492.442482629,1.77363629919,535334.917658,60.0,45_and_up,1.0,352.293862129,12.0,Public_or_other,Student_or_Unemployed,563.169031978,0.0,No
Oranges,8.0,516.689819521,81938.9889001,Other,172.22993984,No,475.753454806,Yes,Male,After_16:00,0.133594098734,0.241740558995,6.15959172137,7.00499151135,5.81146498444,7.31885423185,7361.0,74.378658412,356.28129466,5470.09713738,48476.1805555,Maybe,226341.34976,18.8754150858,146.712047688,7.99809326418,29845.3821173,50.0,30-45,1.0,626.616950913,9.0,Public_or_other,Industry_or_other,516.776880476,1.0,No
Greens,1.0,464.660834986,46955.7968072,Financial,154.886944995,No,303.161746838,Yes,Male,After_16:00,0.612336300546,0.729586821282,2.27782351431,8.54185808683,2.00189851457,9.90621623583,9760.0,66.3805234944,511.685232831,4054.98793404,60635.7817629,No,91907.0447459,22.6204604911,237.560078845,75.8487867191,24154.852675,60.0,45_and_up,2.0,807.076654669,10.0,Public_or_other,Industry_or_other,632.487540874,1.0,No
Purples,2.0,455.348827885,69005.1959172,Financial,151.782942628,No,454.630768927,Yes,Male,By_16:00,0.563405489316,0.0934934404213,5.30470465543,4.0613718424,3.93403416034,3.79706216045,6922.0,28.2085007522,389.066820992,5324.44133126,52203.6812132,No,206689.136055,19.72477683,,91.1918990314,23199.8446156,60.0,Below_30,0.0,685.832182353,11.0,Car,Industry_or_other,580.417933135,1.0,Yes
Purples,2.0,392.651203957,54222.4647787,Financial,130.883734652,No,414.27962705,Yes,Male,By_16:00,0.565728242276,0.786882458255,4.43072487134,1.9296480529,6.60318925045,9.77166783763,9612.0,13.2580737351,440.097394926,5022.99106036,54595.7227441,No,171627.609389,20.9784983954,110.845095638,40.498194634,17271.4357312,60.0,45_and_up,3.0,705.889041838,8.0,Public_or_other,Industry_or_other,536.746847398,0.0,Yes
Browns,6.0,666.212348498,71186.1669945,Environment,222.070782833,No,320.556203236,Yes,Male,By_16:00,0.162708255928,0.223926407984,0.554005480371,8.04926901357,4.88321915967,4.18469066964,8646.0,99.2078321055,377.079970506,3959.72197337,44728.8885599,No,102756.279433,19.4185470751,240.997758634,32.0041762199,49547.5033707,90.0,30-45,1.0,569.537060396,8.0,Public_or_other,Services_or_Retail,396.218933234,,No
Whites,6.0,148.521972751,25843.8287032,Environment,49.5073242502,No,522.020309008,No,Female,By_16:00,0.780561030842,0.479198801564,9.98718020972,8.96829809761,7.72203613538,8.6637861887,7046.0,98.8681466784,383.987365661,5988.1778214,50261.8914449,No,272505.203017,19.5955955679,123.493425019,19.2863857839,2510.48247866,90.0,30-45,,629.715810842,10.0,Public_or_other,Services_or_Retail,463.850301692,1.0,Yes
Blues,10.0,2147.20833634,533820.173508,Financial,715.736112113,Yes,745.83378493,No,Female,After_16:00,0.347053285921,0.612709179521,6.86688875081,0.627769164275,8.42328136321,8.48437817534,5326.0,79.0836437605,84.2541456806,7626.84614066,27614.7785461,Yes,556268.034743,9.17900570218,503.908622898,90.478770528,513003.918294,60.0,45_and_up,1.0,328.570208472,8.0,Foot_or_bicycle,Student_or_Unemployed,356.316197733,1.0,Yes
Greens,5.0,391.037946055,,Environment,,No,308.069495802,Yes,Female,By_16:00,0.325151906116,0.434118325356,0.711771491915,3.16481858259,2.40353667876,3.36319569033,3774.0,17.7977972431,538.219618349,4157.13419471,63940.7102383,No,94906.8142434,23.1995607361,266.06653577,27.1419208962,17130.4210104,90.0,Below_30,2.0,855.334157003,13.0,Car,Industry_or_other,680.259101818,3.0,Yes
Greens,9.0,514.245480822,48340.3449802,Social,171.415160274,No,282.007407647,Yes,Male,After_16:00,0.0867074253038,0.621770483442,3.01028814865,9.38198718708,1.79031756474,6.96626255056,7209.0,75.2776371548,468.283530171,3756.64113681,57334.3839635,No,79528.1779676,21.639859754,269.669244108,90.2935770107,29564.572332,70.0,30-45,2.0,777.429300959,13.0,Motorcycle_or_truck,Student_or_Unemployed,655.546766081,0.0,No
Purples,8.0,504.810956234,74198.9845995,Social,168.270318745,No,440.95111457,Yes,Male,By_16:00,0.18511609314,0.502463069512,8.29058300238,6.83956715744,9.45401408244,5.69078063127,8346.0,50.2717017662,462.13220731,5333.77556032,55945.8252151,No,194437.885441,21.4972604606,70.1538874741,77.6255053002,28493.1704892,70.0,Below_30,2.0,709.559308527,11.0,Car,Hightech,499.090420982,1.0,No
Greens,8.0,,24381.678511,Financial,88.3501815751,No,275.966365619,Yes,Female,By_16:00,0.879140580539,0.0488533873577,7.16330601601,0.16695109196,7.98625345575,3.88815636281,3666.0,9.62096245494,499.220345713,3758.10434761,60205.8943515,No,76157.4349528,22.3432393737,285.675696272,,7904.10476593,60.0,Below_30,3.0,815.52187116,10.0,Car,Student_or_Unemployed,677.253846913,0.0,Yes
Pinks,6.0,479.089315706,114326.204057,Education,159.696438569,No,715.897017377,No,Female,After_16:00,0.152285425225,0.639690602897,1.43125551753,6.64170334814,1.19771969505,3.0366823962,8164.0,82.2020971216,659.724017411,8478.41820859,76901.5740338,No,512508.539489,25.6850932918,269.280325438,4.53226661775,25672.6489301,100.0,Below_30,0.0,925.197911875,11.0,Car,Industry_or_other,519.713188936,0.0,No
Oranges,2.0,235.839238058,31708.8982784,Military,78.6130793527,No,403.353977983,Yes,Female,After_16:00,0.630435061874,0.466994531685,6.7856963235,8.06698193774,0.158939328976,1.74767580582,8445.0,87.9332531709,345.677768186,4724.8953162,45610.5550084,Maybe,162694.431555,18.5924115753,182.918828088,46.3610262144,6268.62932467,30.0,30-45,0.0,592.734865856,9.0,Motorcycle_or_truck,Student_or_Unemployed,482.57895338,0.0,Yes
Browns,1.0,393.16878253,69860.3578197,Social,131.056260843,No,533.05624142,No,Male,After_16:00,0.0862654778175,0.63514224859,3.57960383873,9.75555398036,6.61129521672,1.25794828404,6234.0,27.5167883839,468.973047159,6268.50850852,57418.0727528,No,284148.956517,21.6557855355,53.6949032951,21.7910512351,17316.7997671,70.0,30-45,3.0,710.995994323,7.0,Public_or_other,Industry_or_other,471.229255476,0.0,No
Purples,10.0,496.45054407,69464.2113796,Social,165.48351469,No,419.765144037,Yes,Female,By_16:00,0.131516722264,0.137378646992,7.10796978557,6.40613867668,4.70611704746,5.43156607542,9345.0,16.348067252,358.785689674,4915.22281971,48557.2641424,No,176202.776148,18.941639044,170.837220817,28.8905170979,27560.2771489,70.0,Below_30,2.0,641.370624672,13.0,Motorcycle_or_truck,Student_or_Unemployed,552.973979123,0.0,No
Purples,3.0,235.848446946,37148.1203081,Education,78.6161489819,No,472.525311773,Yes,Female,By_16:00,0.874550968409,0.938134058146,0.250433343463,2.467050259,9.60556569276,3.81763545098,9536.0,50.4967141431,418.456081021,5562.16527978,53495.9770133,No,,20.4561990854,88.6103519279,12.7915659454,6269.11502973,100.0,45_and_up,3.0,684.440400434,16.0,Foot_or_bicycle,Public_Sector,521.154792675,1.0,Yes
Oranges,2.0,899.183310588,135434.130564,Other,299.727770196,No,451.857131809,Yes,Female,By_16:00,0.257937774295,0.92390696425,7.65509802382,1.51354176924,8.91954681603,0.628429800272,7161.0,9.40621099435,438.111852354,5394.79502279,56097.1001253,Maybe,204174.867566,20.931121622,,65.6289236853,90146.4639969,50.0,45_and_up,0.0,730.064221523,8.0,Car,Public_Sector,581.155682447,,Yes
Purples,7.0,478.540405507,75844.8777542,Education,159.513468502,No,475.476324766,Yes,Male,By_16:00,0.609054934699,0.510345759569,5.24846182438,6.38437467394,5.57183044031,8.88588900911,3550.0,41.1570975324,436.99493541,5628.75311848,53919.8585731,No,226077.735413,20.9044238239,72.8310412252,31.0671495739,,100.0,45_and_up,3.0,677.303209548,16.0,Public_or_other,Hightech,472.920270404,4.0,No
Blues,3.0,1134.45162883,261010.982751,Environment,378.150542942,Yes,690.230353024,No,Male,By_16:00,0.579660951858,0.0535799842328,8.00285127247,0.565328632947,1.71192420414,4.98886168702,5580.0,97.2170100315,146.208164476,7194.71985919,26324.8429336,Yes,476417.940235,12.0916568127,548.956701104,24.1662931163,143385.983671,90.0,30-45,2.0,263.529378421,12.0,Motorcycle_or_truck,Public_Sector,125.83799018,0.0,No
Purples,5.0,319.193958992,52487.6390856,Social,106.397986331,No,493.314214823,Yes,Male,By_16:00,0.688024752541,0.0436449432746,1.03430853691,5.11639517499,9.19353120727,2.0210871473,9271.0,97.3558796337,468.361746555,5869.86564134,57593.7133605,No,243358.914547,21.641666908,33.9579941395,35.9283460537,11436.9294816,70.0,30-45,1.0,726.040297384,13.0,Public_or_other,Industry_or_other,510.366608004,0.0,No
Whites,7.0,339.194244253,57509.1975355,Healthcare,113.064748084,No,508.639505326,No,Male,By_16:00,0.466691153357,0.895208261674,0.695766075514,3.03778367583,3.79316976992,4.97893360443,5062.0,83.1912435358,447.786788546,5981.96863035,55719.9588529,No,258714.146378,21.1609732419,54.0265834117,64.3375334097,12906.7020075,80.0,30-45,1.0,698.440411935,8.0,Public_or_other,Industry_or_other,489.136703421,0.0,No
Yellows,2.0,20.7056670481,4626.91963968,Education,6.90188901604,Yes,670.384532252,No,Male,After_16:00,0.490303462138,0.564448455349,6.5915076388,,8.93302792916,1.28700813279,6294.0,43.4960433515,574.488634141,7852.82259081,71929.8904393,Yes,449415.421083,23.9684925296,229.009610676,28.6671266891,64.5379610058,100.0,Below_30,2.0,900.910020903,16.0,Public_or_other,Student_or_Unemployed,633.663593902,0.0,No
Purples,8.0,70.350284275,9480.46032646,Education,23.4500947583,No,,Yes,Male,By_16:00,0.65329038538,0.821196134668,8.36484416854,2.24252463086,2.43481860729,7.78362079989,4886.0,91.523403069,427.289053759,4897.40199551,53695.1782803,No,163444.249893,20.6709712824,130.008602164,60.6232641265,583.357038932,100.0,Below_30,1.0,699.754764871,12.0,Motorcycle_or_truck,Industry_or_other,549.532755216,3.0,No
Browns,10.0,462.877805359,50914.5875581,Financial,154.292601786,No,329.987225367,Yes,Male,By_16:00,0.309688100358,0.405505149858,2.07698482554,4.73870613845,4.33789760806,7.93090175139,6666.0,38.5673221899,411.498890654,4122.87003498,48346.2149892,No,108891.568905,20.2854354317,205.168858093,71.4834145037,23970.4995678,60.0,Below_30,1.0,616.750352508,5.0,Foot_or_bicycle,Industry_or_other,426.805256766,0.0,Yes
Browns,6.0,425.972770573,45075.2869371,Environment,141.990923524,No,317.451889305,Yes,Male,After_16:00,0.834898208966,0.488651881227,4.84099755529,0.767293670215,9.13228388876,3.06748318952,5912.0,88.0728527438,371.228217922,3916.9753289,44388.8980337,No,100775.702024,19.2672836155,243.116520959,65.2319902321,20313.4132869,90.0,30-45,2.0,567.89316075,8.0,Foot_or_bicycle,Services_or_Retail,404.085151381,1.0,Yes
Whites,5.0,421.428757301,71889.6128136,Financial,140.476252434,No,511.75634008,No,Female,After_16:00,0.59207346756,0.592459132429,0.683807854075,5.29326540418,4.50745974202,3.08226724621,3997.0,16.1561059067,367.841597317,5853.24659544,48114.5044045,No,261894.551612,19.1791969935,148.086403516,34.6392640611,19884.0537502,60.0,Below_30,1.0,599.348698501,6.0,Public_or_other,Services_or_Retail,434.231253816,1.0,No
Greens,10.0,57.3278050894,5675.21464291,Healthcare,19.1092683631,No,296.987542122,Yes,Female,After_16:00,0.8754314119,0.429408443393,3.05206607329,8.85520321084,7.77501231059,7.89023090154,7662.0,14.955538651,520.62758781,4011.13059684,61494.0894485,No,88201.6001756,22.8172651256,249.327908156,68.3029777603,394.273405737,80.0,45_and_up,1.0,819.896066015,13.0,Public_or_other,Student_or_Unemployed,643.264965546,3.0,Yes
Purples,5.0,794.66099264,121986.067338,Environment,264.886997547,No,460.521159843,,Male,After_16:00,0.219761177199,0.0834962171502,5.76024465496,3.72331540566,3.45513585489,2.92804819066,7866.0,58.4615343716,507.275386578,5619.76237159,61495.6441647,No,212079.738663,22.5227748419,79.7435937042,31.2059891643,70440.0084668,90.0,Below_30,2.0,787.051127407,13.0,Foot_or_bicycle,Industry_or_other,568.902327006,0.0,Yes
Purples,,77.3124091737,8544.82091407,Healthcare,25.7708030579,No,331.569834858,Yes,Female,By_16:00,0.943715184228,0.835028005764,1.1101434147,9.00821094867,8.61787686357,5.34092857735,7918.0,20.8292596973,416.468090491,4148.63452957,48343.2895911,No,109938.555388,20.4075498405,209.210681848,46.923302114,699.905093306,80.0,Below_30,,612.090333607,12.0,Car,Public_Sector,408.224137358,0.0,No
Browns,8.0,827.500572967,88372.4110264,Social,275.833524322,No,320.383141402,Yes,Male,After_16:00,0.268899668241,0.503414611798,4.3919917196,5.69442328531,4.95228067972,7.75608698605,8765.0,24.7754432494,372.733061756,3949.29753753,44386.0961955,No,102645.357295,19.3062959098,243.225004287,79.8194611445,76369.9666644,70.0,Below_30,3.0,565.779327355,7.0,Motorcycle_or_truck,Student_or_Unemployed,396.562515268,0.0,Yes
Purples,9.0,508.782810074,59348.4125462,Financial,169.594270025,No,349.943500671,Yes,Male,By_16:00,0.436825077049,0.607915683882,0.440049730241,6.07273000292,5.9607270686,7.34285813989,6704.0,73.0812753085,389.242536398,4277.9200795,50025.236363,No,122460.453662,19.729230507,196.689050009,71.1391739547,28941.8106953,60.0,Below_30,3.0,666.547283691,10.0,Public_or_other,Public_Sector,562.469301732,0.0,Yes
Purples,6.0,716.242525499,115075.628319,Financial,238.7475085,No,481.997190429,Yes,Male,After_16:00,0.584903147072,0.965859012213,3.80179800559,7.69214675529,1.92760586971,7.33357597841,8399.0,39.675482898,436.963380651,5693.8986656,,No,232321.291582,20.9036690715,96.9926227121,73.930617678,57249.1203233,60.0,45_and_up,5.0,727.208377181,12.0,Public_or_other,Student_or_Unemployed,571.483231105,0.0,No
Greens,1.0,628.715099613,62797.2007635,Healthcare,209.571699871,No,299.64542351,Yes,Female,After_16:00,0.782078492455,0.937187233241,6.07390129706,7.4345599045,8.52095482871,1.47317278199,5209.0,92.2201238573,528.040231272,4052.53469764,62143.3267177,No,89787.3798304,22.9791259902,248.175036251,94.591065729,44139.8690866,80.0,30-45,2.0,827.073272588,14.0,Car,Student_or_Unemployed,643.745044185,0.0,Yes
Purples,10.0,581.262805116,85462.7769743,Social,193.754268372,No,441.088486423,Yes,Male,By_16:00,0.421304459451,0.167005535215,0.235637109727,6.00927509833,9.20369162923,8.06040291442,3844.0,65.2683038497,374.131761025,5159.14838628,47851.1033991,No,,19.342485906,146.662533622,5.89190868195,37744.4707808,70.0,45_and_up,2.0,607.393917216,,Motorcycle_or_truck,Public_Sector,453.132967303,0.0,No
Greys,5.0,663.196417611,96276.9451444,Foreign_Affairs,221.065472537,No,435.513262381,Yes,Male,By_16:00,0.365415429464,0.530674058013,3.28534008935,8.17815221846,,1.2634295295,5004.0,59.5257017761,418.706310559,5192.54524493,51088.8108714,Maybe,189671.80171,20.4623143989,118.398828275,82.0398108335,49101.0086206,40.0,Below_30,2.0,641.877887616,10.0,Motorcycle_or_truck,Services_or_Retail,442.981763749,0.0,No
Blues,4.0,1052.96968324,63372.6733255,Healthcare,350.989894412,Yes,180.55412516,Yes,Male,By_16:00,0.886212751968,0.68674155022,1.88239277806,3.87437739177,5.79110501334,9.34475534596,4926.0,12.078858912,538.672339314,2882.88593023,57366.5989811,Yes,32599.7921123,23.2093157873,322.03652576,14.4534527557,123554.895874,80.0,Below_30,2.0,746.412511557,11.0,Car,Public_Sector,487.103987318,0.0,Yes
Pinks,9.0,454.500799152,105323.18303,Environment,151.500266384,No,695.201305874,No,Male,After_16:00,0.256998300087,0.747237747069,8.03774004104,7.22821093397,0.946452540811,9.97034440283,6023.0,88.2674596272,666.66521208,8285.3434829,76399.4117554,No,483304.855689,25.8198608068,256.9068019,89.2645852873,23113.8309808,90.0,Below_30,1.0,914.035616876,8.0,Public_or_other,Public_Sector,489.033590833,1.0,Yes
Browns,10.0,965.753518428,104105.133338,Healthcare,321.917839476,No,323.390382798,Yes,Male,By_16:00,0.773351083277,0.164925143356,0.521453672554,,2.57789758733,5.36148777464,3226.0,29.0892348858,406.20616789,4046.31616376,47461.2989202,No,104581.339686,20.1545570006,218.632028174,95.8929354791,103963.013212,80.0,Below_30,2.0,603.732610715,7.0,Public_or_other,Industry_or_other,411.616042668,0.0,Yes
Purples,8.0,181.435429335,24724.8916266,Financial,60.4784764451,No,408.821337439,Yes,Female,After_16:00,0.787783335196,0.984518680722,2.98846903956,6.89624835271,7.2269394435,6.96529280161,5536.0,76.0690532392,407.06836099,4902.35009638,49281.5207055,No,167134.885946,20.1759351949,150.443021671,33.2087970339,3728.12458956,60.0,45_and_up,2.0,619.549943197,10.0,Car,Student_or_Unemployed,424.612569123,0.0,No
Browns,8.0,991.986743638,104383.653314,Healthcare,330.662247879,No,315.680589435,Yes,Female,By_16:00,0.290167299798,0.070522017777,8.4920549579,,5.84940948291,2.1912106988,9835.0,60.8105817111,376.546736698,3909.89936775,44415.2970813,No,99654.234546,19.4048122047,248.49292082,66.5002317866,109678.18442,80.0,30-45,2.0,564.481602952,7.0,Motorcycle_or_truck,Services_or_Retail,388.042961961,0.0,No
Blues,4.0,1970.23429352,389377.022155,Education,656.744764508,Yes,592.889419449,,Female,By_16:00,0.832193653565,0.119646631414,6.41497018747,4.07117577735,4.46939200163,6.65513648884,4009.0,51.36756883,280.500855044,6489.89590458,38351.8890266,Yes,351517.863695,16.748159751,342.816876712,3.59577385243,431980.430473,100.0,45_and_up,4.0,438.537548276,15.0,Motorcycle_or_truck,Student_or_Unemployed,253.595673583,0.0,No
Yellows,5.0,-86.1173705985,-7008.39230916,Healthcare,-28.7057901995,Yes,244.14559782,Yes,Male,By_16:00,0.463316593785,0.788946548011,2.25679664407,4.38014542917,4.17261023773,4.4121683808,5355.0,67.5246847793,318.194812472,3077.84560315,39039.4571377,Yes,59607.072935,17.8380159343,326.478235267,52.7264993172,805.316600778,80.0,Below_30,2.0,515.863738333,11.0,Foot_or_bicycle,Public_Sector,410.147694651,0.0,Yes
Greens,6.0,827.300121005,83050.4939355,Social,275.766707002,No,301.162148392,Yes,Male,After_16:00,0.791449792916,0.906617003959,0.0916864257306,8.11075433856,5.08274954045,2.2041922831,8926.0,19.0743616549,527.071402223,4065.76428836,62469.8408647,No,90698.6396239,22.9580356787,256.768803199,76.2815969996,76333.0433975,70.0,45_and_up,2.0,834.575523887,9.0,Motorcycle_or_truck,Industry_or_other,660.190094093,0.0,No
Blues,7.0,1108.86972128,20691.3491438,Social,369.623240428,Yes,55.9795675182,Yes,Female,After_16:00,0.243004788645,0.670119136572,4.61108450545,7.28936318774,9.53767819563,7.67394226277,4807.0,93.9513905207,461.130480653,1482.05663649,47419.1407617,Yes,,21.4739488835,453.492047265,62.9853962688,137000.963105,70.0,Below_30,2.0,628.812121115,12.0,Car,Student_or_Unemployed,416.393463551,1.0,No
Oranges,2.0,165.462427607,17938.324912,Other,55.1541425358,No,325.239847584,Yes,Male,After_16:00,0.726665744791,0.0303705031984,6.17238884093,2.55657148082,1.57735659042,2.24004219053,9229.0,90.9819897031,493.231373877,4238.86122359,55050.0340572,Maybe,105780.958456,22.2088129777,185.724162792,12.8055572743,3107.1335814,50.0,Below_30,1.0,695.181063379,10.0,Car,Public_Sector,437.497684263,0.0,Yes
